Site Name,Plot #,Crop,Treatment,Date Soil Sample Collected,NO3 Analysis,NO3,pH,Notes,SRadiation,Prec,WD,WS,AT,RH ,WC,ST,mRH,Lat,Lon
Agron Farm,1,Willow,Fertilizer,7/28/2022,7/29/2022,0.346,5.68,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.90321016,39.65793865
Agron Farm,2,Willow,BioChar + Fertilizer,7/28/2022,7/29/2022,0.524,5.09,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.90354688,39.65860697
Agron Farm,3,Willow,Control,7/28/2022,7/29/2022,0.426,5,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.90336561,39.6591014
Agron Farm,4,Switchgrass,BioChar + Fertilizer,7/28/2022,7/29/2022,0.4105,4.95,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.90319755,39.65851605
Agron Farm,5,Switchgrass,Fertilizer,7/28/2022,7/29/2022,0.5215,4.97,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.903215,39.65849103
Agron Farm,6,Switchgrass,Control,7/28/2022,7/29/2022,0.4775,4.94,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.90338981,39.65864816
Agron Farm,19,Switchgrass,Fertilizer,7/28/2022,7/29/2022,0.466,4.8,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.90338898,39.65870783
Agron Farm,20,Switchgrass,Control,7/28/2022,7/29/2022,0.646,5.07,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.90318667,39.65890369
Agron Farm,21,Switchgrass,BioChar + Fertilizer,7/28/2022,7/29/2022,0.525,4.63,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.90314396,39.65903849
Agron Farm,22,Willow,Control,7/28/2022,7/29/2022,0.6085,4.67,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.90302323,39.65857129
Agron Farm,23,Willow,BioChar + Fertilizer,7/28/2022,7/29/2022,0.5335,4.9,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.90337144,39.6592053
Agron Farm,24,Willow,Fertilizer,7/28/2022,7/29/2022,0.555,4.48,"easily broken up, few roots and leaves",122.0,0.1,171.5,0.7,21.9,97.1,0.2,22.1,0.9713729167,-79.90319976,39.65926186
Agron Farm,1,Willow,Fertilizer,10/27/2022,10/28/2022,0.5415,5.68,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90348453,39.65880486
Agron Farm,2,Willow,BioChar + Fertilizer,10/27/2022,10/28/2022,0.312,5.09,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90338625,39.65835696
Agron Farm,3,Willow,Control,10/27/2022,10/28/2022,0.481,5,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90324817,39.65835946
Agron Farm,4,Switchgrass,BioChar + Fertilizer,10/27/2022,10/28/2022,0.498,4.95,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90376005,39.65913422
Agron Farm,5,Switchgrass,Fertilizer,10/27/2022,10/28/2022,0.455,4.97,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90313671,39.65880791
Agron Farm,6,Switchgrass,Control,10/27/2022,10/28/2022,0.421,4.94,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90343895,39.65886581
Agron Farm,19,Switchgrass,Fertilizer,10/27/2022,10/28/2022,0.3965,4.8,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90362179,39.65879176
Agron Farm,20,Switchgrass,Control,10/27/2022,10/28/2022,0.438,5.07,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90365777,39.65917656
Agron Farm,21,Switchgrass,BioChar + Fertilizer,10/27/2022,10/28/2022,0.4675,4.63,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90359327,39.65862841
Agron Farm,22,Willow,Control,10/27/2022,10/28/2022,0.436,4.67,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90312161,39.65810608
Agron Farm,23,Willow,BioChar + Fertilizer,10/27/2022,10/28/2022,0.3935,4.9,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90347258,39.65885195
Agron Farm,24,Willow,Fertilizer,10/27/2022,10/28/2022,0.473,4.48,"easily broken up, few roots and leaves",103.5,0.0,125.9,1.0,8.1,98.4,0.3,11.3,0.9838083333,-79.90342847,39.65897468
Agron Farm,1,Willow,Fertilizer,1/19/2023,1/20/2023,0.4575,5.68,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.90306856,39.65822264
Agron Farm,2,Willow,BioChar + Fertilizer,1/19/2023,1/20/2023,0.356,5.09,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.90367058,39.65876034
Agron Farm,3,Willow,Control,1/19/2023,1/20/2023,0.4765,5,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.90311387,39.6579849
Agron Farm,4,Switchgrass,BioChar + Fertilizer,1/19/2023,1/20/2023,0.4275,4.95,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.90307207,39.65869454
Agron Farm,5,Switchgrass,Fertilizer,1/19/2023,1/20/2023,0.3535,4.97,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.90333638,39.65902431
Agron Farm,6,Switchgrass,Control,1/19/2023,1/20/2023,0.429,4.94,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.9035684,39.65886073
Agron Farm,19,Switchgrass,Fertilizer,1/19/2023,1/20/2023,0.442,4.8,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.90324793,39.65865543
Agron Farm,20,Switchgrass,Control,1/19/2023,1/20/2023,0.52,5.07,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.90329605,39.65850859
Agron Farm,21,Switchgrass,BioChar + Fertilizer,1/19/2023,1/20/2023,0.4335,4.63,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.9031897,39.65918095
Agron Farm,22,Willow,Control,1/19/2023,1/20/2023,0.3835,4.67,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.90332927,39.65916614
Agron Farm,23,Willow,BioChar + Fertilizer,1/19/2023,1/20/2023,0.4785,4.9,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.90335055,39.65852793
Agron Farm,24,Willow,Fertilizer,1/19/2023,1/20/2023,0.476,4.48,"easily broken up, few roots and leaves",13.6,0.4,109.4,1.8,7.4,96.4,0.4,5.7,0.9636538462,-79.90315215,39.6584965
Allstar #1,7,Willow,BioChar + Fertilizer,4/13/2021,4/14/2021,0.409,5.03,"few pebbles-coal/shale, some moss",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.29864217,39.06272713
Allstar #1,8,Willow,Control,4/13/2021,4/14/2021,0.403,5.32,"few pebbles-coal/shale, some moss",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.29864754,39.06266116
Allstar #1,9,Willow,Fertilizer,4/13/2021,4/14/2021,0.3735,5.49,"few pebbles-coal/shale, some moss",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.29823652,39.06296009
Allstar #1,10,Switchgrass,Fertilizer,4/13/2021,4/14/2021,0.3735,5.28,"some gravel coal/shale, few roots, and leaves",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.2982343,39.06280758
Allstar #1,11,Switchgrass,Control,4/13/2021,4/14/2021,0.3415,4.6,"some gravel coal/shale, few roots, and leaves",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.29809928,39.06263877
Allstar #1,12,Switchgrass,BioChar + Fertilizer,4/13/2021,4/14/2021,0.408,4.78,"some gravel coal/shale, few roots, and leaves",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.29750844,39.06284623
Allstar #1,19,Willow,BioChar + Fertilizer,4/13/2021,4/14/2021,0.4185,4.76,"many pebbles-coal/shale, some roots and moss",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.29887419,39.06262767
Allstar #1,20,Willow,Control,4/13/2021,4/14/2021,0.5095,4.61,"many pebbles-coal/shale, some roots and moss",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.29849275,39.0628454
Allstar #1,21,Willow,Fertilizer,4/13/2021,4/14/2021,0.4215,5.08,"many pebbles-coal/shale, some roots and moss",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.29645508,39.06271294
Allstar #1,22,Switchgrass,Fertilizer,4/13/2021,4/14/2021,0.4595,5.01,"big piece of wood, roots and leaves",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.29769946,39.06303606
Allstar #1,23,Switchgrass,Control,4/13/2021,4/14/2021,0.446,5.03,"big piece of wood, roots and leaves",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.29813287,39.06265069
Allstar #1,24,Switchgrass,BioChar + Fertilizer,4/13/2021,4/14/2021,0.5455,3.95,"big piece of wood, roots and leaves",48.0,0.1,159.7,0.7,9.9,0.9,0.2,13.7,0.9,-80.29710409,39.06284039
Allstar #1,7,Willow,BioChar + Fertilizer,7/27/2021,7/28/2021,0.5705,5.03,"few pebbles-coal/shale, some moss",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29678672,39.06268262
Allstar #1,8,Willow,Control,7/27/2021,7/28/2021,0.6095,5.32,"few pebbles-coal/shale, some moss",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29780386,39.06264029
Allstar #1,9,Willow,Fertilizer,7/27/2021,7/28/2021,0.589,5.49,"few pebbles-coal/shale, some moss",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29657462,39.06276591
Allstar #1,10,Switchgrass,Fertilizer,7/27/2021,7/28/2021,0.8405,5.28,"some gravel coal/shale, few roots, and leaves",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29654685,39.0625997
Allstar #1,11,Switchgrass,Control,7/27/2021,7/28/2021,0.606,4.6,"some gravel coal/shale, few roots, and leaves",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29705689,39.06286647
Allstar #1,12,Switchgrass,BioChar + Fertilizer,7/27/2021,7/28/2021,0.7305,4.78,"some gravel coal/shale, few roots, and leaves",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29884599,39.06270139
Allstar #1,19,Willow,BioChar + Fertilizer,7/27/2021,7/28/2021,0.598,4.76,"many pebbles-coal/shale, some roots and moss",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29876106,39.06272129
Allstar #1,20,Willow,Control,7/27/2021,7/28/2021,0.5525,4.61,"many pebbles-coal/shale, some roots and moss",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29801033,39.06276749
Allstar #1,21,Willow,Fertilizer,7/27/2021,7/28/2021,0.596,5.08,"many pebbles-coal/shale, some roots and moss",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29732406,39.06286933
Allstar #1,22,Switchgrass,Fertilizer,7/27/2021,7/28/2021,0.663,5.01,"big piece of wood, roots and leaves",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29640034,39.06279825
Allstar #1,23,Switchgrass,Control,7/27/2021,7/28/2021,0.5855,5.03,"big piece of wood, roots and leaves",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29674093,39.06275865
Allstar #1,24,Switchgrass,BioChar + Fertilizer,7/27/2021,7/28/2021,0.594,3.95,"big piece of wood, roots and leaves",261.0,0.0,167.8,0.8,21.9,0.8,0.2,23.0,0.8,-80.29659901,39.06274396
Allstar #1,7,Willow,BioChar + Fertilizer,10/26/2021,10/27/2021,0.6075,5.03,"few pebbles-coal/shale, some moss",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29702807,39.06286737
Allstar #1,8,Willow,Control,10/26/2021,10/27/2021,0.574,5.32,"few pebbles-coal/shale, some moss",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29813555,39.06279614
Allstar #1,9,Willow,Fertilizer,10/26/2021,10/27/2021,0.6965,5.49,"few pebbles-coal/shale, some moss",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29814111,39.06293367
Allstar #1,10,Switchgrass,Fertilizer,10/26/2021,10/27/2021,0.6845,5.28,"some gravel coal/shale, few roots, and leaves",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29809698,39.06281929
Allstar #1,11,Switchgrass,Control,10/26/2021,10/27/2021,0.629,4.6,"some gravel coal/shale, few roots, and leaves",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29837285,39.06278047
Allstar #1,12,Switchgrass,BioChar + Fertilizer,10/26/2021,10/27/2021,0.525,4.78,"some gravel coal/shale, few roots, and leaves",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29757468,39.0628895
Allstar #1,19,Willow,BioChar + Fertilizer,10/26/2021,10/27/2021,0.7505,4.76,"many pebbles-coal/shale, some roots and moss",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29665008,39.06285368
Allstar #1,20,Willow,Control,10/26/2021,10/27/2021,0.56,4.61,"many pebbles-coal/shale, some roots and moss",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29753711,39.06294886
Allstar #1,21,Willow,Fertilizer,10/26/2021,10/27/2021,0.5325,5.08,"many pebbles-coal/shale, some roots and moss",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29865495,39.06276093
Allstar #1,22,Switchgrass,Fertilizer,10/26/2021,10/27/2021,0.678,5.01,"big piece of wood, roots and leaves",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29813996,39.06287147
Allstar #1,23,Switchgrass,Control,10/26/2021,10/27/2021,0.5235,5.03,"big piece of wood, roots and leaves",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29760499,39.06275052
Allstar #1,24,Switchgrass,BioChar + Fertilizer,10/26/2021,10/27/2021,0.6135,3.95,"big piece of wood, roots and leaves",35.2,0.0,197.1,0.7,7.1,0.9,0.3,15.1,0.9,-80.29651256,39.0628253
Allstar #1,7,Willow,BioChar + Fertilizer,1/25/2022,1/26/2022,0.485,5.03,"few pebbles-coal/shale, some moss",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.29685793,39.0627893
Allstar #1,8,Willow,Control,1/25/2022,1/26/2022,0.4265,5.32,"few pebbles-coal/shale, some moss",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.29777159,39.06293845
Allstar #1,9,Willow,Fertilizer,1/25/2022,1/26/2022,0.39,5.49,"few pebbles-coal/shale, some moss",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.29829252,39.0629305
Allstar #1,10,Switchgrass,Fertilizer,1/25/2022,1/26/2022,0.483,5.28,"some gravel coal/shale, few roots, and leaves",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.29805373,39.06265549
Allstar #1,11,Switchgrass,Control,1/25/2022,1/26/2022,1.185,4.6,"some gravel coal/shale, few roots, and leaves",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.29733807,39.062846
Allstar #1,12,Switchgrass,BioChar + Fertilizer,1/25/2022,1/26/2022,0.4825,4.78,"some gravel coal/shale, few roots, and leaves",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.29727524,39.06305415
Allstar #1,19,Willow,BioChar + Fertilizer,1/25/2022,1/26/2022,0.4015,4.76,"many pebbles-coal/shale, some roots and moss",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.29701602,39.06262161
Allstar #1,20,Willow,Control,1/25/2022,1/26/2022,0.414,4.61,"many pebbles-coal/shale, some roots and moss",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.29739681,39.06273382
Allstar #1,21,Willow,Fertilizer,1/25/2022,1/26/2022,0.4265,5.08,"many pebbles-coal/shale, some roots and moss",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.29758126,39.06272809
Allstar #1,22,Switchgrass,Fertilizer,1/25/2022,1/26/2022,0.431,5.01,"big piece of wood, roots and leaves",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.29639596,39.06263604
Allstar #1,23,Switchgrass,Control,1/25/2022,1/26/2022,0.4245,5.03,"big piece of wood, roots and leaves",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.2981845,39.06286285
Allstar #1,24,Switchgrass,BioChar + Fertilizer,1/25/2022,1/26/2022,0.4865,3.95,"big piece of wood, roots and leaves",100.4,0.0,177.9,1.1,-7.1,0.8,0.3,3.0,0.8,-80.29649045,39.062599
Allstar #1,7,Willow,BioChar + Fertilizer,4/26/2022,4/29/2022,0.554,5.03,"few pebbles-coal/shale, some moss",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.29890643,39.06260559
Allstar #1,8,Willow,Control,4/26/2022,4/29/2022,0.53,5.32,"few pebbles-coal/shale, some moss",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.29850756,39.06281003
Allstar #1,9,Willow,Fertilizer,4/26/2022,4/29/2022,0.478,5.49,"few pebbles-coal/shale, some moss",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.29659359,39.062697
Allstar #1,10,Switchgrass,Fertilizer,4/26/2022,4/29/2022,0.444,5.28,"some gravel coal/shale, few roots, and leaves",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.29851371,39.06281748
Allstar #1,11,Switchgrass,Control,4/26/2022,4/29/2022,0.476,4.6,"some gravel coal/shale, few roots, and leaves",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.29688606,39.06261353
Allstar #1,12,Switchgrass,BioChar + Fertilizer,4/26/2022,4/29/2022,0.462,4.78,"some gravel coal/shale, few roots, and leaves",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.2974833,39.06301831
Allstar #1,19,Willow,BioChar + Fertilizer,4/26/2022,4/29/2022,0.542,4.76,"many pebbles-coal/shale, some roots and moss",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.29786393,39.06286628
Allstar #1,20,Willow,Control,4/26/2022,4/29/2022,0.4745,4.61,"many pebbles-coal/shale, some roots and moss",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.29689765,39.0627583
Allstar #1,21,Willow,Fertilizer,4/26/2022,4/29/2022,0.4925,5.08,"many pebbles-coal/shale, some roots and moss",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.29788202,39.06262504
Allstar #1,22,Switchgrass,Fertilizer,4/26/2022,4/29/2022,0.4545,5.01,"big piece of wood, roots and leaves",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.29866902,39.06261267
Allstar #1,23,Switchgrass,Control,4/26/2022,4/29/2022,0.4825,5.03,"big piece of wood, roots and leaves",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.29716273,39.06272536
Allstar #1,24,Switchgrass,BioChar + Fertilizer,4/26/2022,4/29/2022,0.5065,3.95,"big piece of wood, roots and leaves",258.9,0.0,116.7,1.0,10.2,0.5,0.3,14.0,0.5,-80.29825977,39.06283804
Allstar #1,7,Willow,BioChar + Fertilizer,7/26/2022,7/27/2022,0.592,6.28,"few pebbles-coal/shale, some moss",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29792762,39.06289605
Allstar #1,8,Willow,Control,7/26/2022,7/27/2022,0.4515,6.95,"few pebbles-coal/shale, some moss",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29806672,39.0629287
Allstar #1,9,Willow,Fertilizer,7/26/2022,7/27/2022,0.514,7.08,"few pebbles-coal/shale, some moss",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29760972,39.06288355
Allstar #1,10,Switchgrass,Fertilizer,7/26/2022,7/27/2022,0.497,6.76,"some gravel coal/shale, few roots, and leaves",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29756972,39.06262046
Allstar #1,11,Switchgrass,Control,7/26/2022,7/27/2022,0.5,5.24,"some gravel coal/shale, few roots, and leaves",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29641391,39.06261748
Allstar #1,12,Switchgrass,BioChar + Fertilizer,7/26/2022,7/27/2022,0.464,5.55,"some gravel coal/shale, few roots, and leaves",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29672752,39.06282745
Allstar #1,19,Willow,BioChar + Fertilizer,7/26/2022,7/27/2022,0.8365,5.5,"many pebbles-coal/shale, some roots and moss",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29831147,39.06262822
Allstar #1,20,Willow,Control,7/26/2022,7/27/2022,0.5055,5.66,"many pebbles-coal/shale, some roots and moss",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29794873,39.06272253
Allstar #1,21,Willow,Fertilizer,7/26/2022,7/27/2022,0.4515,5.88,"many pebbles-coal/shale, some roots and moss",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29786691,39.06266404
Allstar #1,22,Switchgrass,Fertilizer,7/26/2022,7/27/2022,0.474,5.11,"big piece of wood, roots and leaves",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29747866,39.06292023
Allstar #1,23,Switchgrass,Control,7/26/2022,7/27/2022,0.5445,5.7,"big piece of wood, roots and leaves",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29724717,39.06304693
Allstar #1,24,Switchgrass,BioChar + Fertilizer,7/26/2022,7/27/2022,0.5875,5.35,"big piece of wood, roots and leaves",116.7,0.1,165.3,1.1,22.4,97.0,0.3,23.5,0.97,-80.29835265,39.06291356
Allstar #1,7,Willow,BioChar + Fertilizer,10/25/2022,10/26/2022,0.447,6.28,"few pebbles-coal/shale, some moss",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.29804799,39.06275862
Allstar #1,8,Willow,Control,10/25/2022,10/26/2022,0.4335,6.95,"few pebbles-coal/shale, some moss",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.29742706,39.0629731
Allstar #1,9,Willow,Fertilizer,10/25/2022,10/26/2022,0.434,7.08,"few pebbles-coal/shale, some moss",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.2976805,39.06266642
Allstar #1,10,Switchgrass,Fertilizer,10/25/2022,10/26/2022,0.413,6.76,"some gravel coal/shale, few roots, and leaves",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.29683111,39.06271691
Allstar #1,11,Switchgrass,Control,10/25/2022,10/26/2022,0.3275,5.24,"some gravel coal/shale, few roots, and leaves",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.29788628,39.06287082
Allstar #1,12,Switchgrass,BioChar + Fertilizer,10/25/2022,10/26/2022,0.4435,5.55,"some gravel coal/shale, few roots, and leaves",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.29720836,39.06283421
Allstar #1,19,Willow,BioChar + Fertilizer,10/25/2022,10/26/2022,0.412,5.5,"many pebbles-coal/shale, some roots and moss",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.29838537,39.06266903
Allstar #1,20,Willow,Control,10/25/2022,10/26/2022,0.3935,5.66,"many pebbles-coal/shale, some roots and moss",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.29737419,39.06268294
Allstar #1,21,Willow,Fertilizer,10/25/2022,10/26/2022,0.4325,5.88,"many pebbles-coal/shale, some roots and moss",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.2978217,39.06268218
Allstar #1,22,Switchgrass,Fertilizer,10/25/2022,10/26/2022,0.3585,5.11,"big piece of wood, roots and leaves",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.29824854,39.06260485
Allstar #1,23,Switchgrass,Control,10/25/2022,10/26/2022,0.4585,5.7,"big piece of wood, roots and leaves",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.29833798,39.06264919
Allstar #1,24,Switchgrass,BioChar + Fertilizer,10/25/2022,10/26/2022,0.4745,5.35,"big piece of wood, roots and leaves",38.5,0.2,201.1,1.3,12.0,96.6,0.3,13.6,0.9657309524,-80.29813899,39.06276947
Allstar #1,7,Willow,BioChar + Fertilizer,1/17/2023,1/18/2023,0.3695,6.28,"few pebbles-coal/shale, some moss",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.29856548,39.06278805
Allstar #1,8,Willow,Control,1/17/2023,1/18/2023,0.3755,6.95,"few pebbles-coal/shale, some moss",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.29800949,39.06293395
Allstar #1,9,Willow,Fertilizer,1/17/2023,1/18/2023,0.3285,7.08,"few pebbles-coal/shale, some moss",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.29752885,39.06260086
Allstar #1,10,Switchgrass,Fertilizer,1/17/2023,1/18/2023,0.393,6.76,"some gravel coal/shale, few roots, and leaves",45.1,0.0,168.0,1.0,5.4,96.9,0.3,6.3,0.9689538462,-80.29832474,39.06271296
